fill	x	y	showSelectedlegendfill
#000000	1.60056406759735	-0.635688257904093	min
#000000	1.72380214464442	-2.99601928992131	min
#000000	1.67832688312899	-0.015698019299474	min
#000000	1.64406148502088	-2.0323879023784	min
#000000	1.62436077364851	-2.45130910389282	min
#000000	1.67295269137445	-1.31306705938382	min
#000000	1.63851008693496	-0.755674303606699	min
#000000	1.62680548626165	-1.43241702992942	min
#000000	1.67476451289956	-3.21020961296706	min
#000000	1.64075348118443	-2.04368809414272	min
#000000	1.62187920421241	-2.96214387010062	min
#000000	1.68181036945077	-1.29734010019226	min
#000000	1.62312466055847	-3.45295351466092	min
#000000	1.5933046536325	-0.915752910137246	min
#000000	1.82495816283714	-1.00750261616475	min
#000000	1.63276252875225	-2.63235140155482	min
#000000	1.81480593941327	-0.904822976224281	min
#000000	1.71008457105669	-3.09174107703324	min
#000000	1.65462322824375	-3.18625521290063	min
#000000	1.62558767318528	-1.8489229483065	min
#000000	1.60752259674322	-3.308187982141	min
#000000	1.62312466055847	-1.24222799498289	min
#000000	1.83743301017525	-1.65594737791576	min
#000000	1.75926081062039	-2.87662180300102	min
#000000	1.71363144271043	-3.17648702720185	min
#000000	1.69892391754576	-3.6383907641779	min
#000000	1.66644278137904	-3.21707723867668	min
#000000	1.65564225297093	-1.5585863729141	min
#000000	1.8019501868507	-0.799452474160676	min
#000000	1.69501678201357	-2.65664437274907	min
#000000	1.64622987198262	-1.879196110964	min
#000000	1.59181450560137	-1.05364873060771	min
#000000	1.59913701799709	-2.08451636962064	min
#000000	1.68772617824372	-1.9184071330254	min
#000000	1.65564225297093	-2.13709411116479	min
#000000	1.63508591530806	-3.26279693071266	min
#000000	1.80649123451993	0.468287924428916	min
#000000	1.70497683162916	-1.78776918597398	min
#000000	1.65256556529519	-1.62731466033418	min
#000000	1.61022686232037	-1.53250646665341	min
#000000	1.60197909050574	-1.25036124959469	min
#000000	1.61808543795914	-1.37436020005986	min
#000000	1.77905507532048	0.281740349769635	min
#000000	1.67111985628275	-1.95954896009071	min
#000000	1.62436077364851	-1.66121378498317	min
#000000	1.54375339668197	-0.592909294357412	min
#000000	1.58099983724182	-1.48312605657947	min
#000000	1.56945328487701	-2.21978465746252	min
#000000	1.78480613289032	0.230957495028833	min
#000000	1.66926554801688	-2.08720314440707	min
#000000	1.61022686232037	-2.29896037775857	min
#000000	1.54958815810917	-1.55691973554387	min
#000000	1.57614622446784	-1.94753740956962	min
#000000	1.57449728399522	-1.06403036333981	min
#000000	1.79281776896491	-1.10574271704955	min
#000000	1.67203892890959	-2.87653282723764	min
#000000	1.62062427222695	-2.42866887779168	min
#000000	1.56773856348363	-2.35691739167936	min
#000000	1.58258753588798	-2.53555685510652	min
#000000	1.58879425075762	-2.00299320372725	min
#000000	1.83743301017525	-2.75368556450414	min
#000000	1.71363144271043	0.104295648579597	min
#000000	1.66644278137904	-3.92782915396353	min
#000000	1.81445448699216	-0.330366018001189	min
#000000	1.70791632199672	-3.0054101879392	min
#000000	1.65359769170101	-3.1576774642962	min
#000000	1.61935972946482	-2.39557232948327	min
#000000	1.60615385014149	-3.3982224926558	min
#000000	1.62062427222695	-1.13296595757143	min
#000000	1.65359769170101	-3.94472044078753	min
#000000	1.63392835422899	-3.72713297691329	min
#000000	1.75019800233544	0.0586986942991766	min
#000000	1.6047738008405	-1.34306762050812	min
#000000	1.55523479881416	-3.03342664909122	min
#000000	1.43261833006792	-1.94159275855911	min
#000000	1.52278301269976	-3.04165308119284	min
#000000	1.77446983920581	0.0274068521112345	min
#000000	1.65866101678505	-0.927768354195452	min
#000000	1.61156271226651	-2.35898584830731	min
#000000	1.50648771329857	-1.29835177881409	min
#000000	1.5570771281373	-3.27448243635922	min
#000000	1.708642484306	-1.29674450013992	min
#000000	1.65359769170101	-2.74800251241691	min
#000000	1.61935972946482	-2.76774174967549	min
#000000	1.61022686232037	-2.64124410323928	min
#000000	1.81303979668093	-2.08598261536199	min
#000000	1.708642484306	-2.36021870623909	min
#000000	1.65359769170101	-2.76413930244341	min
#000000	1.62062427222695	-2.30532045579629	min
#000000	1.60752259674322	-4.20283181710575	min
#000000	1.62436077364851	-1.44032142618381	min
#000000	1.80536958176371	-1.9391021557534	min
#000000	1.708642484306	-2.53989179387985	min
#000000	1.65256556529519	-1.98484341004341	min
#000000	1.61935972946482	-3.20968468542675	min
#000000	1.61022686232037	-2.35802142660316	min
#000000	1.62062427222695	-1.99145417966931	min
#000000	1.8119693354073	0.370926986654427	min
#000000	1.70791632199672	-1.14872842343461	min
#000000	1.65256556529519	-1.0947517040989	min
#000000	1.61808543795914	-1.49459475602523	min
#000000	1.60888021170078	-2.11154638821322	min
#000000	1.81016689811596	-0.856839748880517	min
#000000	1.70718670661173	-1.64812648059771	min
#000000	1.65256556529519	-2.5492125378591	min
#000000	1.62187920421241	-2.58387242843284	min
#000000	1.60615385014149	-2.44906873517345	min
#000000	1.62062427222695	-1.12619525561737	min
#000000	1.83008406395481	-0.382813338467913	min
#000000	1.68855330755176	-2.31673072470807	min
#000000	1.65766107248907	-3.9574398003479	min
#000000	1.63851008693496	-3.73815301072945	min
#000000	1.69019451893303	-3.84106243236911	min
#000000	1.66356896183731	-3.25920476298529	min
#000000	1.63963565507242	-2.85497061461259	min
#000000	1.82560936331963	-2.35844832721683	min
#000000	1.72959229765443	-2.43318160996697	min
#000000	1.68266929472411	-2.10961357602905	min
#000000	1.64186366394411	-2.30536606573055	min
#000000	1.62801433742922	-3.36039342408261	min
#000000	1.64296630020017	-2.38658980857216	min
#000000	1.80723407912891	-1.67660249753738	min
#000000	1.7064536073164	-1.88653071629906	min
#000000	1.65152676960581	-2.04182521757552	min
#000000	1.60752259674322	-2.53884562591731	min
#000000	1.69501678201357	-2.07896486551599	min
#000000	1.64406148502088	-1.40797094889995	min
#000000	1.56425716004716	-1.83946283809019	min
#000000	1.60197909050574	-2.58305590724135	min
#000000	1.57939722847365	-2.16017929636996	min
#000000	1.81303979668093	0.504290179574671	min
#000000	1.7034857400508	-1.12312431687418	min
#000000	1.65766107248907	-1.45672999285023	min
#000000	1.61022686232037	-0.747816756765712	min
#000000	1.60615385014149	-0.930247413829783	min
#000000	1.71914035693898	-1.40797500527438	min
#000000	1.67111985628275	-1.14103222374264	min
#000000	1.61288792166534	-0.201401642884203	min
#000000	1.61808543795914	-0.0324473691398757	min
#000000	1.73022214150089	-0.914303438815178	min
#000000	1.68094671489461	-1.44170305196363	min
#000000	1.64730325573662	-1.18870846330768	min
#000000	1.62436077364851	-0.469924863741394	min
#000000	1.64514931173688	0.0962025181600349	min
#000000	1.81374892637976	-0.350137172489507	min
#000000	1.68521817271399	-0.518133184735318	min
#000000	1.65256556529519	-1.15235387318674	min
#000000	1.58416058018474	-1.83744037750653	min
#000000	1.60197909050574	-1.65681041923088	min
#000000	1.62801433742922	-2.06164975527886	min
#000000	1.81480593941327	-1.68564757398944	min
#000000	1.70423309151981	-1.71105521072507	min
#000000	1.65564225297093	-2.72002312552961	min
#000000	1.59913701799709	-2.25039295705614	min
#000000	1.6047738008405	-2.04130487300965	min
#000000	1.63040563993356	-2.16390951767308	min
#000000	1.82331667615579	-2.45806542642833	min
#000000	1.72575696101378	-2.52624580832249	min
#000000	1.67566268329655	-2.19190291033349	min
#000000	1.64186366394411	-3.08854045663053	min
#000000	1.71433104417097	-2.13676002528774	min
#000000	1.66926554801688	-2.25150405613829	min
#000000	1.62062427222695	-1.84464579598387	min
#000000	1.63737667622902	-2.81680748274013	min
#000000	1.70273474429601	-1.77697648957371	min
#000000	1.64075348118443	-2.15611429527376	min
#000000	1.61156271226651	-1.87716109879911	min
#000000	1.8236465284091	-2.1893485798558	min
#000000	1.71572069625467	-1.85309483485843	min
#000000	1.67203892890959	-3.22406182162732	min
#000000	1.62558767318528	-3.90250618212933	min
#000000	1.61808543795914	-1.86997880144797	min
#000000	1.63851008693496	-2.17295132521474	min
#000000	1.70571699287209	-1.80080647604234	min
#000000	1.65048122380753	-1.12863277874533	min
#000000	1.6047738008405	-0.944756113669406	min
#000000	1.61156271226651	-0.491727130025597	min
#000000	1.63851008693496	-1.15691834406028	min
#000000	1.82132096623176	0.733488866352317	min
#000000	1.71363144271043	-1.09680286190665	min
#000000	1.66833019377893	-1.74113910130711	min
#000000	1.62436077364851	-0.932982850828322	min
#000000	1.61288792166534	-0.624225289696118	min
#000000	1.63737667622902	-1.85227751098026	min
#000000	1.81895591278359	-3.02207675510012	min
#000000	1.66162385851159	-2.0306922307023	min
#000000	1.66644278137904	-3.9960097869413	min
#000000	1.63040563993356	-3.30793588487428	min
#000000	1.63040563993356	-3.44395101653399	min
#000000	1.82298603949421	-0.215633784792298	min
#000000	1.71914035693898	-2.7356138730157	min
#000000	1.67655576624081	-4.09014977154502	min
#000000	1.64514931173688	-2.93090232900612	min
#000000	1.82786478490271	-2.36717173602044	min
#000000	1.73577506018145	-1.75286063474889	min
#000000	1.68181036945077	-2.32721620381493	min
#000000	1.65564225297093	-1.82454048972569	min
#000000	1.62801433742922	-2.40877735046008	min
#000000	1.64730325573662	-2.37266247306917	min
#000000	1.82722411492142	-0.996567937511502	min
#000000	1.73333240671587	-1.9168488150084	min
#000000	1.68521817271399	-2.16551435429865	min
#000000	1.64942884563729	-0.778217644854345	min
#000000	1.62312466055847	-1.8769877145087	min
#000000	1.64622987198262	-2.67954526781352	min
#000000	1.82786478490271	-1.08856172427428	min
#000000	1.72895980929144	-2.33293339753971	min
#000000	1.68181036945077	-2.25617377011603	min
#000000	1.65256556529519	-2.5104686473918	min
#000000	1.63040563993356	-2.23878243906522	min
#000000	1.64406148502088	-2.49827368587922	min
#000000	1.81089064982804	-3.16940858434302	min
#000000	1.69892391754576	-1.1496509967775	min
#000000	1.65866101678505	-1.6197824042258	min
#000000	1.60056406759735	-2.1662090219343	min
#000000	1.59031111151726	-3.01048446986818	min
#000000	1.62801433742922	-2.00998528217432	min
#000000	1.82528414497544	-2.31104835993878	min
#000000	1.67655576624081	-2.00296894497207	min
#000000	1.64514931173688	-1.8416620694579	min
#000000	1.80386005001887	0.0299151997118712	min
#000000	1.67019541559399	-2.27684104870056	min
#000000	1.63040563993356	-3.45582951717004	min
#000000	1.56248982174286	-3.5536554791529	min
#000000	1.82945360871855	0.983544404549693	min
#000000	1.73758127494342	-0.412841776770327	min
#000000	1.68772617824372	-1.2925220127408	min
#000000	1.65665484258812	-0.0953641556078683	min
#000000	1.63508591530806	-0.58370443795116	min
#000000	1.64622987198262	-0.957679403576335	min
#000000	1.8303982166304	-1.37575674154968	min
#000000	1.73995613014164	-2.26561293326292	min
#000000	1.69019451893303	-2.01249843225249	min
#000000	1.66453268051606	-2.85148578019828	min
#000000	1.63963565507242	-2.49779679346392	min
#000000	1.65152676960581	-2.07450888214694	min
#000000	1.8303982166304	-0.844156183294178	min
#000000	1.73936594503815	-2.68307747436634	min
#000000	1.68937607351134	-2.75461498395823	min
#000000	1.66356896183731	-2.02308047920253	min
#000000	1.63963565507242	-2.85960182749748	min
#000000	1.72640298978127	-1.4011446776365	min
#000000	1.67655576624081	-1.57569656246665	min
#000000	1.64186366394411	-2.96537107567169	min
#000000	1.62187920421241	-3.88024662938175	min
#000000	1.63963565507242	-2.63456151805004	min
#000000	1.62680548626165	-2.83108828303218	min
#000000	1.58258753588798	-1.6661624122403	min
#000000	1.59181450560137	-3.31477376097468	min
#000000	1.62312466055847	-1.11127515514083	min
#000000	1.61935972946482	-2.0413776865762	min
#000000	1.58099983724182	-3.05330915173893	min
#000000	1.64296630020017	-0.441124640310595	min
#000000	1.56248982174286	-1.2693758422816	min
#000000	1.50154895178096	0.555521105660981	min
#000000	1.54176463442812	-0.931317516849655	min
#000000	1.82331667615579	-2.0858964983283	min
#000000	1.72704626726798	-1.45214261989973	min
#000000	1.67386120066987	-1.86320997347026	min
#000000	1.62801433742922	-2.62471660176367	min
#000000	1.61680125683511	-2.52592876153279	min
#000000	1.63851008693496	-2.2528105880908	min
#000000	1.82786478490271	-2.80292690992991	min
#000000	1.73209601101843	-1.79182125334029	min
#000000	1.68437314927593	-1.93227297898616	min
#000000	1.64942884563729	-2.18559376856386	min
#000000	1.63158832825324	-3.44752571358523	min
#000000	1.64622987198262	-3.25328264307819	min
#000000	1.8297691956749	-0.258222660253606	min
#000000	1.73698162118278	-3.23166016235289	min
#000000	1.68855330755176	-2.16391946326577	min
#000000	1.65462322824375	-4.46051460709866	min
#000000	1.63392835422899	-3.23960347697784	min
#000000	1.64730325573662	-2.17799081491974	min
#000000	1.81480593941327	-1.66808655446083	min
#000000	1.70791632199672	-4.23480956256888	min
#000000	1.65359769170101	-3.77311382320941	min
#000000	1.59624606804037	-2.10353547385526	min
#000000	1.6047738008405	-4.6576079860928	min
#000000	1.82658046906389	-0.120501814931553	min
#000000	1.73209601101843	-1.74246654114634	min
#000000	1.67744381527656	-1.96491343777047	min
#000000	1.64622987198262	-1.18046235100281	min
#000000	1.62801433742922	-1.35500309617119	min
#000000	1.64622987198262	-2.5330956131467	min
#000000	1.82593382122813	-0.113210327352389	min
#000000	1.7283246555495	-1.92712206913365	min
#000000	1.67655576624081	-1.69490814029603	min
#000000	1.63851008693496	-2.11545971616857	min
#000000	1.62801433742922	-2.63028937992784	min
#000000	1.64406148502088	-1.06675094955689	min
#000000	1.823975599746	1.17013536129254	min
#000000	1.71641080083817	-1.33816548163527	min
#000000	1.67295269137445	-1.92139420242651	min
#000000	1.63158832825324	-1.86353505889099	min
#000000	1.61680125683511	-1.40376220832208	min
#000000	1.64296630020017	-1.07748917076539	min
#000000	1.81655008814513	1.80106025752974	min
#000000	1.70791632199672	-1.39508632649582	min
#000000	1.65766107248907	-0.681539967655918	min
#000000	1.60888021170078	-0.483532606005727	min
#000000	1.61022686232037	-0.89558192480892	min
#000000	1.63851008693496	-0.370798412274882	min
#000000	1.72048697609128	-0.889278335024109	min
#000000	1.67019541559399	-0.305466315938129	min
#000000	1.63392835422899	0.884492736600578	min
#000000	1.62680548626165	-0.161754825716608	min
#000000	1.64296630020017	0.0981573047194055	min
#000000	1.82722411492142	-2.19070456860061	min
#000000	1.72575696101378	-2.04204848387352	min
#000000	1.67920502172069	-2.40624260829513	min
#000000	1.64406148502088	-2.12422481709429	min
#000000	1.62680548626165	-3.00319324710475	min
#000000	1.64514931173688	-1.28195889691525	min
#000000	1.82430389363563	0.384287262279185	min
#000000	1.72575696101378	-2.43480567004152	min
#000000	1.67019541559399	-2.21144746749249	min
#000000	1.62801433742922	-1.63179468426407	min
#000000	1.62312466055847	-0.989151229741553	min
#000000	1.64075348118443	-1.40004924689254	min
#000000	1.8209855484941	-0.802145355823033	min
#000000	1.709365223977	-2.23341476582168	min
#000000	1.66356896183731	-1.16504882150062	min
#000000	1.61935972946482	-1.38837544216493	min
#000000	1.60888021170078	-2.56648930771547	min
#000000	1.63737667622902	-0.723971707256262	min
#000000	1.82818401200593	-0.913827248838223	min
#000000	1.73516811628113	-1.74460559460697	min
#000000	1.68605865521564	-1.15863016184237	min
#000000	1.64730325573662	-1.14251571986087	min
#000000	1.63158832825324	-2.55712769625618	min
#000000	1.64514931173688	-0.609339315004666	min
#000000	1.817929914244	0.940786556949333	min
#000000	1.70273474429601	-1.96122785541225	min
#000000	1.65564225297093	-1.50921528299998	min
#000000	1.61022686232037	-1.46140140097998	min
#000000	1.61288792166534	-1.51353022117823	min
#000000	1.63963565507242	-1.15805907446391	min
#000000	1.81997442350751	-1.89210228814589	min
#000000	1.71433104417097	-1.9002462148298	min
#000000	1.66162385851159	-1.9151643483701	min
#000000	1.61680125683511	-2.11884953813725	min
#000000	1.61022686232037	-2.16910343174628	min
#000000	1.64075348118443	-2.56079744879983	min
#000000	1.81758623283011	-1.64502039758893	min
#000000	1.70718670661173	-2.39005505009187	min
#000000	1.65866101678505	-2.71003927080873	min
#000000	1.61680125683511	-2.50868223130368	min
#000000	1.60752259674322	-2.8539117909554	min
#000000	1.63508591530806	-1.78953258094336	min
#000000	1.51365247181064	-2.18209633347847	min
#000000	1.44317232700123	-2.8718000360592	min
#000000	1.47171691604964	-2.41555188083886	min
#000000	1.82165557812169	-1.48868565088366	min
#000000	1.71641080083817	-2.91744728760844	min
#000000	1.66644278137904	-2.4701202420586	min
#000000	1.62187920421241	-2.91721099495862	min
#000000	1.61550704222902	-2.54352420175991	min
#000000	1.64296630020017	-1.59360044832509	min
#000000	1.82463141352458	-0.00882570183253017	min
#000000	1.67920502172069	-2.41591035438539	min
#000000	1.64186366394411	-2.33847253261778	min
#000000	1.62558767318528	-2.45914399555061	min
#000000	1.64186366394411	-2.52544208260919	min
#000000	1.80423894745445	-1.3439328116402	min
#000000	1.68521817271399	-1.50471414294151	min
#000000	1.5271796258079	-2.12541162114514	min
#000000	1.82560936331963	-0.475655586942817	min
#000000	1.72445656094585	-1.07642718206042	min
#000000	1.67295269137445	-2.58583184189472	min
#000000	1.63851008693496	-1.43485629489271	min
#000000	1.62436077364851	-3.27845894125333	min
#000000	1.64075348118443	-2.88931538024347	min
#000000	1.82031228082514	1.30280752706113	min
#000000	1.70718670661173	-2.08299126365202	min
#000000	1.66549059875827	-1.48736142303796	min
#000000	1.62921434876459	-0.401033995962358	min
#000000	1.61808543795914	-1.21278094803373	min
#000000	1.64075348118443	-1.22710150707905	min
#000000	1.81089064982804	-1.53483406798693	min
#000000	1.71502745296964	-1.4745403935509	min
#000000	1.64296630020017	-1.38741236056759	min
#000000	1.57283234245699	-0.92000522787533	min
#000000	1.59913701799709	-0.870480796642784	min
#000000	1.63737667622902	-2.34156462251806	min
#000000	1.66064233876493	-2.2890097333366	min
#000000	1.60615385014149	-0.56175562338072	min
#000000	1.74629848065576	-0.276161867438585	min
#000000	1.59478177100377	-1.97777493773698	min
#000000	1.53975317897557	-0.441572849707248	min
#000000	1.50403510039963	-1.96598406450502	min
#000000	1.47171691604964	-0.742468378471887	min
#000000	1.51597893425036	-0.455347141478385	min
#000000	1.817929914244	1.66513011777646	min
#000000	1.71502745296964	-0.925760340622796	min
#000000	1.66162385851159	-0.985140364150504	min
#000000	1.61288792166534	-0.101569130314182	min
#000000	1.60056406759735	-0.403344208301253	min
#000000	1.62312466055847	-0.730945573058961	min
#000000	1.81480593941327	-1.34755145845468	min
#000000	1.7034857400508	-1.71015227099296	min
#000000	1.65866101678505	-1.42602634081198	min
#000000	1.60888021170078	-2.0379114752675	min
#000000	1.6047738008405	-1.64698348960381	min
#000000	1.62187920421241	-2.00361428553072	min
#000000	1.68181036945077	-0.560845346084807	min
#000000	1.64296630020017	-0.145984341737869	min
#000000	1.61550704222902	-0.762583456270928	min
#000000	1.76233067696849	-1.51063705003111	min
#000000	1.63392835422899	-2.15972237934096	min
#000000	1.60615385014149	-1.48244973584	min
#000000	1.54958815810917	-0.670292246543969	min
#000000	1.50890761846136	-2.22932314391654	min
#000000	1.53975317897557	-1.72228205877512	min
#000000	1.81339480978525	0.0793794361153654	min
#000000	1.65462322824375	-0.871369930810628	min
#000000	1.61288792166534	-0.766311067744698	min
#000000	1.59031111151726	-1.00999588993855	min
#000000	1.62062427222695	-0.147702918397579	min
#000000	1.81374892637976	-0.650694493914692	min
#000000	1.709365223977	-0.895719875043277	min
#000000	1.64836955136057	-1.43320244064673	min
#000000	1.58571921956013	-1.21506117279692	min
#000000	1.59478177100377	-1.64538966474638	min
#000000	1.63623532049494	-0.731101050648498	min
#000000	1.82722411492142	-1.48583733636681	min
#000000	1.68521817271399	-2.25994807288038	min
#000000	1.63276252875225	-3.12451670042696	min
#000000	1.64406148502088	-3.32312517587079	min
#000000	1.81963574556907	-1.03533623871003	min
#000000	1.73084936145537	-2.26053010221082	min
#000000	1.66926554801688	-2.66253921191749	min
#000000	1.64406148502088	-1.39533337293903	min
#000000	1.62680548626165	-2.85670280954259	min
#000000	1.64296630020017	-3.0778198877521	min
#000000	1.817929914244	-2.38845368327415	min
#000000	1.72895980929144	-3.74980307235443	min
#000000	1.67295269137445	-3.83606322292774	min
#000000	1.64406148502088	-1.29155350284911	min
#000000	1.62062427222695	-3.27786960916479	min
#000000	1.63851008693496	-3.17744971737927	min
#000000	1.817929914244	-1.26861017794004	min
#000000	1.7283246555495	-1.68158503635297	min
#000000	1.67111985628275	-1.69346200766448	min
#000000	1.64406148502088	-2.03263735662952	min
#000000	1.62187920421241	-2.7434178195305	min
#000000	1.63508591530806	-2.03791928009998	min
#000000	1.64296630020017	-1.82415508067329	min
#000000	1.60338227392527	-1.29368904778903	min
#000000	1.53771854532458	-1.77804784719082	min
#000000	1.48587735575302	-1.61774431523087	min
#000000	1.57449728399522	-1.7669383617526	min
#000000	1.59181450560137	-1.95063827173357	min
#000000	1.57115110896884	-1.7011798304125	min
#000000	1.46875078923747	-0.750503734887166	min
#000000	1.48858394603273	-1.4026171992824	min
#000000	1.76434209924639	0.388066721395863	min
#000000	1.63276252875225	-1.33171401061768	min
#000000	1.5933046536325	-1.90496687462979	min
#000000	1.49388053980827	-1.00876497987743	min
#000000	1.52278301269976	-1.95362730148734	min
#000000	1.56773856348363	-0.667821180234279	min
#000000	1.64296630020017	-2.76940873939784	min
#000000	1.81758623283011	-2.09524825690738	min
#000000	1.72640298978127	-4.13119944292995	min
#000000	1.67111985628275	-4.84246378943958	min
#000000	1.63737667622902	-3.73877187633151	min
#000000	1.61808543795914	-4.55987511084519	min
#000000	1.63392835422899	-3.30723143972703	min
#000000	1.82786478490271	-1.70979232404145	min
#000000	1.73209601101843	-2.51782306085246	min
#000000	1.6800782821876	-2.41812055640165	min
#000000	1.64406148502088	-2.27144106372317	min
#000000	1.62921434876459	-3.42568427774062	min
#000000	1.63963565507242	-2.58673871648202	min
#000000	1.72248476499398	-1.66463859499208	min
#000000	1.66833019377893	-1.70503884656721	min
#000000	1.62187920421241	-0.643819578648901	min
#000000	1.61550704222902	-0.935226938384032	min
#000000	1.63276252875225	-1.62358663036883	min
#000000	1.81480593941327	-1.72612634404875	min
#000000	1.69892391754576	-2.65437875741132	min
#000000	1.65359769170101	-1.91475059729679	min
#000000	1.59913701799709	-1.62459329932532	min
#000000	1.60338227392527	-1.63741539870775	min
#000000	1.62187920421241	-2.17829740423307	min
#000000	1.80686314596291	-0.852954747198959	min
#000000	1.71709779320165	-2.72567321788475	min
#000000	1.64622987198262	-3.30063925444643	min
#000000	1.61550704222902	-2.39730425044435	min
#000000	1.61156271226651	-2.04851349118639	min
#000000	1.81232706381217	-2.70502011628127	min
#000000	1.72048697609128	-2.72063051107753	min
#000000	1.65462322824375	-2.2296057190496	min
#000000	1.62558767318528	-2.09378484909665	min
#000000	1.61420264720442	-1.75649342832096	min
#000000	1.61935972946482	-2.09464291450525	min
#000000	1.8297691956749	-1.36056551265364	min
#000000	1.68855330755176	-2.74228715259073	min
#000000	1.65665484258812	-3.3269170423732	min
#000000	1.63508591530806	-3.23963031255395	min
#000000	1.83008406395481	-0.953785984444037	min
#000000	1.73394680849809	-1.3959586014431	min
#000000	1.68605865521564	-2.94316633807169	min
#000000	1.65665484258812	-1.98055688196251	min
#000000	1.63392835422899	-2.68449249176846	min
#000000	1.63508591530806	-2.17023613591874	min
#000000	1.8297691956749	-1.63702296077124	min
#000000	1.73455870533473	-3.02006714789996	min
#000000	1.68855330755176	-3.40677047172379	min
#000000	1.65462322824375	-3.5943419898745	min
#000000	1.63158832825324	-1.91201945704079	min
#000000	1.63508591530806	-2.46622437524463	min
#000000	1.82913729999432	-1.77957747110215	min
#000000	1.73271548071837	-2.62477209290653	min
#000000	1.68605865521564	-2.49355972323958	min
#000000	1.65048122380753	-1.34562310255501	min
#000000	1.63040563993356	-2.04040734224691	min
#000000	1.63276252875225	-1.67925391294518	min
#000000	1.83008406395481	-1.25875229204332	min
#000000	1.73209601101843	-1.51863874286044	min
#000000	1.68772617824372	-3.10073558676514	min
#000000	1.65564225297093	-1.64469184792765	min
#000000	1.63508591530806	-2.84874238807143	min
#000000	1.63392835422899	-2.15020333512372	min
#000000	1.82850250477859	-1.06246581963817	min
#000000	1.73209601101843	-3.52509168695783	min
#000000	1.68521817271399	-3.56135715777672	min
#000000	1.65152676960581	-1.94845914392878	min
#000000	1.8297691956749	-0.472853295840968	min
#000000	1.73084936145537	-2.34856287826133	min
#000000	1.68521817271399	-2.99805020096103	min
#000000	1.65256556529519	-1.44684450626364	min
#000000	1.63158832825324	-2.78224605511187	min
#000000	1.63276252875225	-2.4428170214499	min
#000000	1.82850250477859	-0.00571006268250225	min
#000000	1.72575696101378	-0.447049706942256	min
#000000	1.68094671489461	-2.27231948132556	min
#000000	1.64836955136057	-1.90507811267158	min
#000000	1.63040563993356	-3.09125767646741	min
#000000	1.63158832825324	-2.25489929497785	min
#000000	1.86872738718107	-2.72173151240551	min
#000000	1.79606119914403	-2.84279956452276	min
#000000	1.78567086182247	-3.61987850069862	min
#000000	1.75292181070918	-3.22836979535316	min
#000000	1.69737287371485	-1.40167621642004	min
#000000	1.70718670661173	-2.28394265633264	min
#000000	1.82132096623176	-0.561735566781612	min
#000000	1.71641080083817	-2.49652575842759	min
#000000	1.67386120066987	-2.57255285994576	min
#000000	1.63276252875225	-2.25883929057311	min
#000000	1.61550704222902	-1.49133992414467	min
#000000	1.62312466055847	-2.53263219458494	min
#000000	1.82331667615579	-2.273188582047	min
#000000	1.72182175501809	-1.58846584923044	min
#000000	1.68266929472411	-2.04550599087433	min
#000000	1.63623532049494	-1.99927902923083	min
#000000	1.62801433742922	-2.38956591333799	min
#000000	1.62801433742922	-2.12037417955233	min
#000000	1.82690266560073	-0.8124178393199	min
#000000	1.72115583339055	-3.67442930607017	min
#000000	1.6800782821876	-3.02667018595388	min
#000000	1.64296630020017	-2.81532613880517	min
#000000	1.62801433742922	-3.09895237248155	min
#000000	1.63276252875225	-3.53405460665686	min
#000000	1.82754482027822	0.0552727564770379	min
#000000	1.72704626726798	-1.96230017687138	min
#000000	1.68352353885613	-2.27375154741051	min
#000000	1.64730325573662	-1.54826612038103	min
#000000	1.62680548626165	-2.56139659555815	min
#000000	1.63158832825324	-1.81627604416106	min
#000000	1.82882026639122	0.179372508734915	min
#000000	1.73455870533473	-1.27068803603691	min
#000000	1.68521817271399	-2.38429215027401	min
#000000	1.65665484258812	-0.938542796570672	min
#000000	1.63508591530806	-2.35596439628987	min
#000000	1.63508591530806	-2.17862854916855	min
#000000	1.82658046906389	-0.369333576390853	min
#000000	1.72445656094585	-1.84723404005698	min
#000000	1.68352353885613	-2.39172885134295	min
#000000	1.65152676960581	-1.38780659471103	min
#000000	1.63040563993356	-2.661124070041	min
#000000	1.63276252875225	-2.61316213610794	min
#000000	1.82850250477859	-1.18570276470319	min
#000000	1.73333240671587	-2.34612240431907	min
#000000	1.6800782821876	-2.294011205916	min
#000000	1.64942884563729	-1.37847761169983	min
#000000	1.63276252875225	-2.63934571774706	min
#000000	1.63508591530806	-2.25835988700354	min
#000000	1.82945360871855	-0.419600166931875	min
#000000	1.73209601101843	-1.87214248174754	min
#000000	1.68521817271399	-2.26903898501408	min
#000000	1.65359769170101	-1.75958711701648	min
#000000	1.63276252875225	-2.22321912290437	min
#000000	1.63623532049494	-2.33035470136581	min
#000000	1.82818401200593	-0.597545679664578	min
#000000	1.72768681532472	-1.91529368257419	min
#000000	1.68437314927593	-2.85712147925088	min
#000000	1.64186366394411	-1.31007476619863	min
#000000	1.62680548626165	-3.19609684215238	min
#000000	1.63737667622902	-2.39576239940478	min
#000000	1.8297691956749	-0.0553372377433557	min
#000000	1.68266929472411	-2.08232138667628	min
#000000	1.82913729999432	-0.92230545513016	min
#000000	1.73394680849809	-2.13577910050624	min
#000000	1.68772617824372	-1.97849567409375	min
#000000	1.65766107248907	-1.46791368548746	min
#000000	1.63963565507242	-3.07935258212982	min
#000000	1.64075348118443	-2.32320720756085	min
